Afraga	Africa
Toni Morrison	Toni Morrison
Blonag	Strutto
Iarnród Éireann	Iarnród Éireann
Paul Karrer	Paul Karrer
Cingoli	Cingoli
The Hobbit	Lo Hobbit
Newaygo County, Michigan	Contea di Newaygo
Hobbit	Hobbit
Midland County, Michigan	Contea di Midland (Michigan)
Mecosta County, Michigan	Contea di Mecosta
Butler, Alabama	Butler (Alabama)
Àrd-thìr	Altopiano
Miguel Ángel Asturias	Miguel Ángel Asturias
Isaac Bashevis Singer	Isaac Bashevis Singer
Builgean	Bolla (fisica)
Dietrich Bonhoeffer	Dietrich Bonhoeffer
Rainer Maria Rilke	Rainer Maria Rilke
Paul Johann Ludwig von Heyse	Paul Johann Ludwig Heyse
Hans Fallada	Hans Fallada
Kurt Alder	Kurt Alder
Richard August Carl Emil Erlenmeyer	Emil Erlenmeyer
Manfred Eigen	Manfred Eigen
Franz Joseph Emil Fischer	Franz Joseph Emil Fischer
Gerhard Herzberg	Gerhard Herzberg
Georg Ludwig Carius	Georg Ludwig Carius
Hans Fischer	Hans Fischer
Carl Bosch	Carl Bosch
Friedrich Hoffmann	Friedrich Hoffmann
Heinrich Otto Wieland	Heinrich Otto Wieland
Johann Deisenhofer	Johann Deisenhofer
Hans von Euler-Chelpin	Hans Karl August Simon von Euler-Chelpin
Friedrich Bergius	Friedrich Bergius
Otto Paul Hermann Diels	Otto Paul Hermann Diels
Adolph Wilhelm Hermann Kolbe	Adolph Wilhelm Hermann Kolbe
Viktor Meyer	Viktor Meyer
Robert Huber	Robert Huber
Karl Ziegler	Karl Ziegler
Heinrich Caro	Heinrich Caro
Theodor Fontane	Theodor Fontane
Richard Abegg	Richard Abegg
Friedrich August Kekulé von Stradonitz	Friedrich August Kekulé von Stradonitz
Lee Marvin	Lee Marvin
George de Hevesy	George Charles de Hevesy
Richard Martin Willstatter	Richard Martin Willstätter
Lothar Meyer	Julius Lothar Meyer
Hartmut Michel	Hartmut Michel
Adolf Otto Reinhold Windaus	Adolf Otto Reinhold Windaus
Georg Wittig	Georg Wittig
Emil Knoevenagel	Emil Knoevenagel
Max Ferdinand Perutz	Max Perutz
Richard Adolf Zsigmondy	Richard Adolf Zsigmondy
Fritz Pregl	Fritz Pregl
Richard Kuhn	Richard Kuhn
Arthur Koestler	Arthur Koestler
Walter Kohn	Walter Kohn
Walter Scott	Walter Scott
Caisteal Eilean Donnain	Eilean Donan
Eutaw, Alabama	Eutaw
Morrilton, Arkansas	Morrilton
Moulton, Alabama	Moulton (Alabama)
Linden, Alabama	Linden (Alabama)
Phenix City, Alabama	Phenix City
Centreville, Alabama	Centreville (Alabama)
Greensboro, Alabama	Greensboro (Alabama)
Enterprise, Alabama	Enterprise (Alabama)
Marion, Arkansas	Marion (Arkansas)
Star City, Arkansas	Star City (Arkansas)
Ash Flat, Arkansas	Ash Flat
Nashville, Arkansas	Nashville (Arkansas)
Hampton, Arkansas	Hampton (Arkansas)
Rison, Arkansas	Rison (Arkansas)
Charleston, Arkansas	Charleston (Arkansas)
Lake Village, Arkansas	Lake Village (Arkansas)
Mount Ida, Arkansas	Mount Ida (Arkansas)
Clanton, Alabama	Clanton (Alabama)
De Witt, Arkansas	De Witt (Arkansas)
Fayette, Alabama	Fayette (Alabama)
Benton, Arkansas	Benton (Arkansas)
Mountain Home, Arkansas	Mountain Home (Arkansas)
Waldron, Arkansas	Waldron (Arkansas)
Dillingham, Alasca	Dillingham
Paragould, Arkansas	Paragould
Camden, Alabama	Camden (Alabama)
Gadsden, Alabama	Gadsden (Alabama)
Soldotna, Alasca	Soldotna
Blytheville, Arkansas	Blytheville
Forrest City, Arkansas	Forrest City
De Queen, Arkansas	De Queen
Newport, Arkansas	Newport (Arkansas)
Berryville, Arkansas	Berryville (Arkansas)
Monticello, Arkansas	Monticello (Arkansas)
Danville, Arkansas	Danville (Arkansas)
Kenai, Alasca	Kenai (Alaska)
Cabot, Arkansas	Cabot (Arkansas)
Russellville, Arkansas	Russellville (Arkansas)
Lake Havasu City, Arizona	Lake Havasu City
Texarkana, Arkansas	Texarkana (Arkansas)
Homer, Alasca	Homer (Alaska)
Arkansas City, Arkansas	Arkansas City (Arkansas)
Camden, Arkansas	Camden (Arkansas)
Melbourne, Arkansas	Melbourne (Arkansas)
Hamilton, Alabama	Hamilton (Alabama)
Yellville, Arkansas	Yellville
Arkadelphia, Arkansas	Arkadelphia (Arkansas)
Corning, Arkansas	Corning (Arkansas)
Augusta, Arkansas	Augusta (Arkansas)
Cullman, Alabama	Cullman
Elba, Alabama	Elba (Alabama)
El Dorado, Arkansas	El Dorado (Arkansas)
Rogers, Arkansas	Rogers (Arkansas)
Mountain View, Arkansas	Mountain View (Arkansas)
Prattville, Alabama	Prattville (Alabama)
Marshall, Arkansas	Marshall (Arkansas)
Perryville, Arkansas	Perryville (Arkansas)
Dothan, Alabama	Dothan (Alabama)
Dardanelle, Arkansas	Dardanelle
Clarendon, Arkansas	Clarendon (Arkansas)
Fort Smith, Arkansas	Fort Smith (Arkansas)
Guntersville, Alabama	Guntersville
Magnolia, Arkansas	Magnolia (Arkansas)
Mena, Arkansas	Mena (Arkansas)
Scottsboro, Alabama	Scottsboro
Marianna, Arkansas	Marianna (Arkansas)
Pell City, Alabama	Pell City
Livingston, Alabama	Livingston (Alabama)
Jasper, Arkansas	Jasper (Arkansas)
Booneville, Arkansas	Booneville (Arkansas)
Brewton, Alabama	Brewton (Alabama)
Evergreen, Alabama	Evergreen (Alabama)
Lewisville, Arkansas	Lewisville (Arkansas)
Fairbanks, Alasca	Fairbanks
Salem, Arkansas	Salem (Arkansas)
Centre, Alabama	Centre (Alabama)
Harrisburg, Arkansas	Harrisburg (Arkansas)
Fort Payne, Alabama	Fort Payne
Hamburg, Arkansas	Hamburg (Arkansas)
Warren, Arkansas	Warren (Arkansas)
Heflin, Alabama	Heflin (Alabama)
Helena-West Helena, Arkansas	Helena-West Helena
Sherwood, Arkansas	Sherwood (Arkansas)
Batesville, Arkansas	Batesville (Arkansas)
Jacksonville, Arkansas	Jacksonville (Arkansas)
Malvern, Arkansas	Malvern (Arkansas)
Van Buren, Arkansas	Van Buren (Arkansas)
Searcy, Arkansas	Searcy
Springdale, Arkansas	Springdale (Arkansas)
Winslow, Arizona	Winslow (Arizona)
Kingman, Arizona	Kingman (Arizona)
Florence, Alabama	Florence (Alabama)
1230an	Anni 1230
Decatur, Alabama	Decatur (Alabama)
Safford, Arizona	Safford
Bay Minette, Alabama	Bay Minette
Nogales, Arizona	Nogales (Arizona)
930an	Anni 930
Gearra-mhuc	Cavia porcellus
Sitka, Alasca	Sitka
Barrow, Alasca	Barrow (Alaska)
Kotzebue, Alasca	Kotzebue
Mulhouse	Mulhouse
St. Johns, Arizona	St. Johns (Arizona)
Canaib	Cannabis
Yuma, Arizona	Yuma (Arizona)
1390an	Anni 1390
Globe, Arizona	Globe (Arizona)
Eureka Springs, Arkansas	Eureka Springs (Arkansas)
Bogsa-ciùil	Fisarmonica
Stuttgart, Arkansas	Stuttgart (Arkansas)
Palmer, Alasca	Palmer (Alaska)
Luverne, Alabama	Luverne (Alabama)
Conway, Arkansas	Conway (Arkansas)
Huntsville, Alabama	Huntsville (Alabama)
Birmingham, Alabama	Birmingham (Alabama)
Murfreesboro, Arkansas	Murfreesboro (Arkansas)
Braille	Braille
North Little Rock, Arkansas	North Little Rock
Walnut Ridge, Arkansas	Walnut Ridge (Arkansas)
Holbrook, Arizona	Holbrook (Arizona)
Des Arc, Arkansas	Des Arc (Arkansas)
Paris, Arkansas	Paris (Arkansas)
Seward, Alasca	Seward (Alaska)
1130an	Anni 1130
Hot Springs, Arkansas	Hot Springs (Arkansas)
Clarksville, Arkansas	Clarksville (Arkansas)
Russellville, Alabama	Russellville (Alabama)
Prescott, Arizona	Prescott (Arizona)
Poilean	Polline
Selma, Alabama	Selma (Alabama)
Wasilla, Alasca	Wasilla
Seumas VI na h-Alba is Seumas I Shasainn	Giacomo I d'Inghilterra
1360an	Anni 1360
1270an	Anni 1270
Kodiak, Alasca	Kodiak (Alaska)
Christchurch, Sealainn Nuadh	Christchurch
Nome, Alasca	Nome (Alaska)
Hope, Arkansas	Hope (Arkansas)
Pine Bluff, Arkansas	Pine Bluff
Bethel, Alasca	Bethel (Alaska)
Petersburg, Alasca	Petersburg (Alaska)
Osceola, Arkansas	Osceola (Arkansas)
Rut	Libro di Rut
Seic	Assegno
Geneva, Alabama	Geneva (Alabama)
Ozark, Arkansas	Ozark (Arkansas)
West Memphis, Arkansas	West Memphis (Arkansas)
Pocahontas, Arkansas	Pocahontas (Arkansas)
Duais Nobel ann an Leigheas	Premio Nobel per la medicina
Clinton, Arkansas	Clinton (Arkansas)
Elias Canetti	Elias Canetti
Babsk	Babsk
Piggott, Arkansas	Piggott (Arkansas)
Prescott, Arkansas	Prescott (Arkansas)
Ashdown, Arkansas	Ashdown (Arkansas)
Sheridan, Arkansas	Sheridan (Arkansas)
Kenzaburo Oe	Kenzaburō Ōe
Heber Springs, Arkansas	Heber Springs
Fordyce, Arkansas	Fordyce (Arkansas)
Greenwood, Arkansas	Greenwood (Arkansas)
Daniel	Libro di Daniele
Lonoke, Arkansas	Lonoke (Arkansas)
Wynne, Arkansas	Wynne (Arkansas)
Emily Brontë	Emily Brontë
Ad	Cappello
Siompansaidhe	Pan (zoologia)
Huntsville, Arkansas	Huntsville (Arkansas)
Botal	Bottiglia
Ailt	Viola (strumento musicale)
Harrison, Arkansas	Harrison (Arkansas)
Halldór Laxness	Halldór Laxness
Mongùs	Herpestidae
Gavrilo Princip	Gavrilo Princip
Gondwana	Gondwana
Charlton Heston	Charlton Heston
960an	Anni 960
990an	Anni 990
890an	Anni 890
1190an	Anni 1190
1180an	Anni 1180
Uaireadair-grèine	Meridiana
Gabriela Mistral	Gabriela Mistral
Sigrid Undset	Sigrid Undset
Pearl S. Buck	Pearl S. Buck
Brian Kobilka	Brian Kobilka
Robert Lefkowitz	Robert Lefkowitz
John Travolta	John Travolta
Svante Arrhenius	Svante Arrhenius
Na h-Eileanan Siar	Ebridi Esterne
Biadh-maidne	Colazione
Prionnsa Philip, Diùc Dhùn Èideann	Filippo di Edimburgo
Brìghde Chill Dara	Brigida d'Irlanda
Inbheach	Adulto
Ite	Piumaggio
Na h-Eileanan a-staigh	Ebridi Interne
Zierikzee	Zierikzee
Innleadair	Ingegnere
950an	Anni 950
Seòlaid an Iar-thuath	Passaggio a nord-ovest
Eilean Bhaffin	Isola di Baffin
1020an	Anni 1020
1060an	Anni 1060
Moirfin	Morfina
Britheamhan	Libro dei Giudici
1210an	Anni 1210
1350an	Anni 1350
Acair (talamh)	Acro
Harrison Ford	Harrison Ford
1310an	Anni 1310
1260an	Anni 1260
1220an	Anni 1220
1010an	Anni 1010
Bloinigean-gàrraidh	Spinacia oleracea
Teàrlach I	Carlo I d'Inghilterra
Alpaca	Vicugna pacos
970an	Anni 970
François Mauriac	François Mauriac
1420an	Anni 1420
Almería (provincia)	Provincia di Almería
Badajoz (provincia)	Provincia di Badajoz
Burras	Bruco
Barcelona (provincia)	Provincia di Barcellona
Raibeart Burns	Robert Burns
Córdoba (provincia)	Provincia di Cordova
Cáceres (provincia)	Provincia di Cáceres
Cádiz (provincia)	Provincia di Cadice
Cruit-chòrda	Clavicembalo
Benjamin Disraeli	Benjamin Disraeli
Daphne Deckers	Daphne Deckers
Adharc	Corno (biologia)
Steven Seagal	Steven Seagal
A Coruña (provincia)	Provincia della Coruña
Co-ionnannachd comais-cheannachd	Teoria della parità dei poteri di acquisto
Granada (provincia)	Provincia di Granada
Mata Hari	Mata Hari
John Galsworthy	John Galsworthy
920an	Anni 920
1170an	Anni 1170
980an	Anni 980
1080an	Anni 1080
1000an	Anni 1000
1300an	Anni 1300
1330an	Anni 1330
Tuscola County, Michigan	Contea di Tuscola
Uilleam Uallas	William Wallace
Clach ghrùideach	Roccia sedimentaria
Saginaw County, Michigan	Contea di Saginaw
Sanilac County, Michigan	Contea di Sanilac
The Sex Pistols	Sex Pistols
First ScotRail	First ScotRail
Montcalm County, Michigan	Contea di Montcalm
1090an	Anni 1090
Leslie Nielsen	Leslie Nielsen
Druim an t-saoghail	Zenit
1380an	Anni 1380
Sigmaringen	Sigmaringen
An Carghas	Quaresima
1240an	Anni 1240
1290an	Anni 1290
Aidmheint	Avvento
1450an	Anni 1450
Pàpa Griogair XIII	Papa Gregorio XIII
Bad Urach	Bad Urach
Clisgear	Interiezione
Salvatore Quasimodo	Salvatore Quasimodo
1110an	Anni 1110
1160an	Anni 1160
940an	Anni 940
1250an	Anni 1250
Saul Bellow	Saul Bellow
Ailbhinn	Selce
Balgan-buachair	Fungo epigeo
Jacques-Louis David	Jacques-Louis David
Charlotte's Web 2: Wilbur's Great Adventure	La grande avventura di Wilbur - La tela di Carlotta 2
Eugenio Montale	Eugenio Montale
Almere	Almere
Jacinto Benavente	Jacinto Benavente
Eideard VI	Edoardo VI d'Inghilterra
Selena Gomez	Selena Gomez
870an	Anni 870
160an	Anni 160
1340an	Anni 1340
880an	Anni 880
860an	Anni 860
1320an	Anni 1320
1070an	Anni 1070
1200an	Anni 1200
1280an	Anni 1280
Òrdag	Pollice (dito)
1140an	Anni 1140
Factoraidh	Fabbrica
Cary Grant	Cary Grant
Paracelsus	Paracelso
Tuath-Cheòl	Country
1440an	Anni 1440
Vladimir Prelog	Vladimir Prelog
Fliùiteag	Ottavino
Buabhall	Bubalus
Biorach (iasg)	Scyliorhinus canicula
Gearastan	Guarnigione
Grimstad	Grimstad
Crannag	Crannóg
Teamplaid:Cite book	Template:Cita libro
Pär Fabian Lagerkvist	Pär Fabian Lagerkvist
Eugene O'Neill	Eugene Gladstone O'Neill
Baisteach	Battismo
Còigeamh Uladh	Ulster
Lesser Antilles	Piccole Antille
Tairbeart (feart tìre)	Istmo
Inneal-siubhail	Locomotiva
Chrzanów	Chrzanów (Piccola Polonia)
Còrsa	Costa
Seamus Heaney	Séamus Heaney
Ò Canada	O Canada
James Cagney	James Cagney
Jack Lemmon	Jack Lemmon
Ottawa County, Michigan	Contea di Ottawa (Michigan)
Weld County, Colorado	Contea di Weld
Appleton, Wisconsin	Appleton (Wisconsin)
Gipuzkoa	Guipúzcoa
Lugo (provincia)	Provincia di Lugo
Málaga (provincia)	Provincia di Málaga
Ourense (provincia)	Provincia di Ourense
Pontevedra (provincia)	Provincia di Pontevedra
Sevilla (provincia)	Provincia di Siviglia
Dùthaich nam Basgach a Tuath	Iparralde
Ourense	Ourense
Santa Cruz de Tenerife (provincia)	Provincia di Santa Cruz de Tenerife
Arcaibh	Isole Orcadi
Casnewydd	Newport
Pàpa Innocentius X	Papa Innocenzo X
Pàpa Innocentius XI	Papa Innocenzo XI
Pàpa Alasdair VIII	Papa Alessandro VIII
Lillehammer	Lillehammer
Lobamba	Lobamba
Rastafarachd	Rastafarianesimo
Thabo Mbeki	Thabo Mbeki
Sotto il Monte Giovanni XXIII	Sotto il Monte Giovanni XXIII
Cromleac	Dolmen
Altair	Altare
Ainu	Ainu
Iar-leasachan	Suffisso
Narva	Narva (città)
Peter Agre	Peter Agre
Sidney Altman	Sidney Altman
Christian B. Anfinsen	Christian Anfinsen
Francis William Aston	Francis William Aston
Pärnu	Pärnu
Paul Berg	Paul Berg
Paul D. Boyer	Paul Delos Boyer
Herbert C. Brown	Herbert Brown
Derek H. R. Barton	Derek Harold Richard Barton
Paul Samuelson	Paul Samuelson
James Stewart	James Stewart
Apa	Hominoidea
Jaroslav Seifert	Jaroslav Seifert
Parraist	Parrocchia
Dà-fhoghar	Dittongo
Ernest Borgnine	Ernest Borgnine
Giorrachadh	Abbreviazione
Henri Moissan	Henri Moissan
Jacobus Henricus van't Hoff	Jacobus Henricus van 't Hoff
Frederick Soddy	Frederick Soddy
Na Cruithnich	Pitti (popolo)
An Òlaind	Olanda
Kurt Russell	Kurt Russell
Feamainn dearg	Rhodophyta
Alt (gràmar)	Articolo (linguistica)
Donald Sutherland	Donald Sutherland
Peter Debye	Peter Debye
Peadar Ó Tuathail	Peter O'Toole
Alec Guinness	Alec Guinness
Judea	Giudea
Concesio	Concesio
Singilte	Numero (linguistica)
Deborah Kerr	Deborah Kerr
Robert Walpole	Robert Walpole
Chorzów	Chorzów
Muhammad Naguib	Muhammad Naguib
Paul Sabatier	Paul Sabatier (chimico)
Victor Grignard	Victor Grignard
Beinn Nibheis	Ben Nevis
Los Angeles County, Calafòrnia	Contea di Los Angeles
El Callao	Callao
Lunenburg	Lunenburg (Canada)
Biorabhaig	Parrucca
Ei-ichi Negishi	Ei-ichi Negishi
Wendell Meredith Stanley	Wendell Meredith Stanley
Brachadh (craiceann)	Infiammazione purulenta
Akira Suzuki	Akira Suzuki
Rangachadh Élő	Elo
Maurice Allais	Maurice Allais
La Gomera	La Gomera
Crìosdaidh	Cristiano (religione)
Gaiman	Gaiman
John Howard Northrop	John Howard Northrop
Richard Fred Heck	Richard Heck
Blàthach	Latticello
Eanraig Caimbeul-MacGille-na-Brataich	Henry Campbell-Bannerman
Ahmed H. Zewail	Ahmed Zewail
Martin Chalfie	Martin Chalfie
Mestizos	Meticcio
Jerome Karle	Jerome Karle
John B. Fenn	John Bennett Fenn
Richard Smalley	Richard Smalley
Alan J Heeger	Alan Jay Heeger
James Batcheller Sumner	James Batcheller Sumner
George Porter	George Porter
Ísafjörður	Ísafjörður
Arlington County, Virginia	Contea di Arlington
Alameda County, Calafòrnia	Contea di Alameda
Gruagaire	Barbiere
Robert Lucas	Robert Lucas (economista)
An t-Eilean Sgitheanach	Skye
Contae Liatroma	Leitrim
Lars Onsager	Lars Onsager
Herbert A. Hauptman	Herbert Hauptman
Leonid Kantorovich	Leonid Vital'evič Kantorovič
Jean-Marie Lehn	Jean-Marie Lehn
Kern County, Calafòrnia	Contea di Kern
San Bernardino County, Calafòrnia	Contea di San Bernardino
Contra Costa County, Calafòrnia	Contea di Contra Costa
Sonoma County, Calafòrnia	Contea di Sonoma
Monterey County, Calafòrnia	Contea di Monterey
Alpine County, Calafòrnia	Contea di Alpine
Solano County, Calafòrnia	Contea di Solano
Mendocino County, Calafòrnia	Contea di Mendocino
San Mateo County, Calafòrnia	Contea di San Mateo
Santa Barbara County, Calafòrnia	Contea di Santa Barbara
Riverside County, Calafòrnia	Contea di Riverside
Marin County, Calafòrnia	Contea di Marin
Santa Cruz County, Calafòrnia	Contea di Santa Cruz (California)
Ventura County, Calafòrnia	Contea di Ventura
Sacramento County, Calafòrnia	Contea di Sacramento
San Diego County, Calafòrnia	Contea di San Diego
Caibeal	Cappella
Cook County, Illinois	Contea di Cook (Illinois)
Bosque County, Texas	Contea di Bosque
San Joaquin County, Calafòrnia	Contea di San Joaquin
Stanislaus County, Calafòrnia	Contea di Stanislaus
Culberson County, Texas	Contea di Culberson
Bowie County, Texas	Contea di Bowie
Big Horn County, Wyoming	Contea di Big Horn (Wyoming)
Spèil	Pattino da ghiaccio
Burnet County, Texas	Contea di Burnet
Adams County, Illinois	Contea di Adams (Illinois)
Hall County, Texas	Contea di Hall (Texas)
Burleson County, Texas	Contea di Burleson
Callahan County, Texas	Contea di Callahan
Cherokee County, Alabama	Contea di Cherokee (Alabama)
Camp County, Texas	Contea di Camp
Cherokee County, Texas	Contea di Cherokee (Texas)
Coke County, Texas	Contea di Coke
Alexander County, Illinois	Contea di Alexander (Illinois)
Calhoun County, Alabama	Contea di Calhoun (Alabama)
King County, Washington	Contea di King (Washington)
Borden County, Texas	Contea di Borden
Butler County, Alabama	Contea di Butler (Alabama)
Diùcachd Mhecklenburg-Güstrow	Meclemburgo
Gwynedd	Gwynedd
Cass County, Texas	Contea di Cass (Texas)
Carson County, Texas	Contea di Carson
Brewster County, Texas	Contea di Brewster
Briscoe County, Texas	Contea di Briscoe
Comal County, Texas	Contea di Comal
Loving County, Texas	Contea di Loving
Orange County, Texas	Contea di Orange (Texas)
Hardin County, Texas	Contea di Hardin (Texas)
Gregg County, Texas	Contea di Gregg
Beaver County, Utah	Contea di Beaver (Utah)
Dallam County, Texas	Contea di Dallam
Hamilton County, Texas	Contea di Hamilton (Texas)
Gray County, Texas	Contea di Gray (Texas)
Hardeman County, Texas	Contea di Hardeman (Texas)
Christopher Lloyd	Christopher Lloyd
Barbour County, Alabama	Contea di Barbour (Alabama)
Albany County, Wyoming	Contea di Albany (Wyoming)
Grayson County, Texas	Contea di Grayson (Texas)
Crook County, Wyoming	Contea di Crook (Wyoming)
Bureau County, Illinois	Contea di Bureau
Bond County, Illinois	Contea di Bond
Thomas A. Steitz	Thomas Arthur Steitz
Limestone County, Texas	Contea di Limestone (Texas)
DuPage County, Illinois	Contea di DuPage
Clay County, Texas	Contea di Clay (Texas)
Box Elder County, Utah	Contea di Box Elder
Humboldt County, Calafòrnia	Contea di Humboldt (California)
San Benito County, Calafòrnia	Contea di San Benito
Madera County, Calafòrnia	Contea di Madera
Baker County, Oregon	Contea di Baker (Oregon)
Inyo County, Calafòrnia	Contea di Inyo
Nevada County, Calafòrnia	Contea di Nevada (California)
Tulare County, Calafòrnia	Contea di Tulare
Merced County, Calafòrnia	Contea di Merced
Modoc County, Calafòrnia	Contea di Modoc
Tehama County, Calafòrnia	Contea di Tehama
Yolo County, Calafòrnia	Contea di Yolo
Childress County, Texas	Contea di Childress
Boone County, Illinois	Contea di Boone (Illinois)
Brown County, Illinois	Contea di Brown (Illinois)
Cochran County, Texas	Contea di Cochran
Cache County, Utah	Contea di Cache
Adams County, Idaho	Contea di Adams (Idaho)
Ada County, Idaho	Contea di Ada
Gaines County, Texas	Contea di Gaines
Fisher County, Texas	Contea di Fisher
William Francis Giauque	William Francis Giauque
Ellis County, Texas	Contea di Ellis (Texas)
Champaign County, Illinois	Contea di Champaign (Illinois)
Hudspeth County, Texas	Contea di Hudspeth
Douglas County, Illinois	Contea di Douglas (Illinois)
Llano County, Texas	Contea di Llano
Shelby County, Texas	Contea di Shelby (Texas)
Snohomish County, Washington	Contea di Snohomish
Tarrant County, Texas	Contea di Tarrant
Clay County, Illinois	Contea di Clay (Illinois)
Medina County, Texas	Contea di Medina (Texas)
Travis County, Texas	Contea di Travis
Kaufman County, Texas	Contea di Kaufman
Erath County, Texas	Contea di Erath
Crawford County, Illinois	Contea di Crawford (Illinois)
Cass County, Illinois	Contea di Cass (Illinois)
Floyd County, Texas	Contea di Floyd (Texas)
Clark County, Illinois	Contea di Clark (Illinois)
Cumberland County, Illinois	Contea di Cumberland (Illinois)
Clinton County, Illinois	Contea di Clinton (Illinois)
Effingham County, Illinois	Contea di Effingham (Illinois)
Freestone County, Texas	Contea di Freestone
Natrona County, Wyoming	Contea di Natrona
Winnebago County, Illinois	Contea di Winnebago (Illinois)
Franklin County, Texas	Contea di Franklin (Texas)
Campbell County, Wyoming	Contea di Campbell (Wyoming)
Santa Clara County, Calafòrnia	Contea di Santa Clara
Foard County, Texas	Contea di Foard
Fayette County, Texas	Contea di Fayette (Texas)
Rusk County, Texas	Contea di Rusk (Texas)
Ana-gaisgeach	Antieroe
Hideki Shirakawa	Hideki Shirakawa
Gerry Rafferty	Gerry Rafferty
K. Barry Sharpless	Barry Sharpless
Robert Curl	Robert Curl
William Nunn Lipscomb	William Lipscomb
Alan G MacDiarmid	Alan G. MacDiarmid
William S. Knowles	William Knowles
Stanford Moore	Stanford Moore
