Áfríkà	Africa
14683 Remy	14683 Remy
14814 Gurij	14814 Gurij
14700 Johnreid	14700 Johnreid
14354 Kolesnikov	14354 Kolesnikov
14664 Vandervelden	14664 Vandervelden
14573 Montebugnoli	14573 Montebugnoli
14568 Zanotta	14568 Zanotta
14693 Selwyn	14693 Selwyn
14589 Stevenbyrnes	14589 Stevenbyrnes
14617 Lasvergnas	14617 Lasvergnas
Awaruite	Awaruite
14543 Sajigawasuiseki	14543 Sajigawasuiseki
14697 Ronsawyer	14697 Ronsawyer
14654 Rajivgupta	14654 Rajivgupta
14595 Peaker	14595 Peaker
14179 Skinner	14179 Skinner
14594 Jindrašilhán	14594 Jindrašilhán
14656 Lijiang	14656 Lijiang
14619 Plotkin	14619 Plotkin
14593 Everett	14593 Everett
14533 Roy	14533 Roy
14596 Bergstralh	14596 Bergstralh
14699 Klarasmi	14699 Klarasmi
14643 Morata	14643 Morata
14702 Benclark	14702 Benclark
14694 Skurat	14694 Skurat
14598 Larrysmith	14598 Larrysmith
14659 Gregoriana	14659 Gregoriana
23310 Siriwon	23310 Siriwon
14679 Susanreed	14679 Susanreed
14613 Sanchez	14613 Sanchez
14550 Lehký	14550 Lehký
14526 Xenocrates	14526 Xenocrates
14624 Prymachenko	14624 Prymachenko
14696 Lindawilliams	14696 Lindawilliams
14627 Emilkowalski	14627 Emilkowalski
14574 Payette	14574 Payette
14566 Hokule'a	14566 Hokule'a
14669 Beletic	14669 Beletic
14446 Kinkowan	14446 Kinkowan
14499 Satotoshio	14499 Satotoshio
14346 Zhilyaev	14346 Zhilyaev
14438 MacLean	14438 MacLean
14327 Lemke	14327 Lemke
14463 McCarter	14463 McCarter
14412 Wolflojewski	14412 Wolflojewski
14501 Tetsuokojima	14501 Tetsuokojima
14502 Morden	14502 Morden
14413 Geiger	14413 Geiger
14314 Tokigawa	14314 Tokigawa
14486 Tuscia	14486 Tuscia
14420 Massey	14420 Massey
14428 Lazaridis	14428 Lazaridis
14429 Coyne	14429 Coyne
14338 Shibakoukan	14338 Shibakoukan
14517 Monitoma	14517 Monitoma
14094 Garneau	14094 Garneau
14342 Iglika	14342 Iglika
14206 Sehnal	14206 Sehnal
14262 Kratzer	14262 Kratzer
14148 Jimchamberlin	14148 Jimchamberlin
14068 Hauserová	14068 Hauserová
14252 Audreymeyer	14252 Audreymeyer
14258 Katrinaminck	14258 Katrinaminck
14124 Kamil	14124 Kamil
14217 Oaxaca	14217 Oaxaca
14120 Espenak	14120 Espenak
14186 Virgiliofos	14186 Virgiliofos
14065 Flegel	14065 Flegel
14313 Dodaira	14313 Dodaira
14141 Demeautis	14141 Demeautis
14230 Mariahines	14230 Mariahines
14238 d'Artagnan	14238 d'Artagnan
14789 GAISH	14789 GAISH
13745 Mikecosta	13745 Mikecosta
14189 Sèvre	14189 Sèvre
14072 Volterra	14072 Volterra
14075 Kenwill	14075 Kenwill
14057 Manfredstoll	14057 Manfredstoll
14274 Landstreet	14274 Landstreet
14074 Riccati	14074 Riccati
14203 Hocking	14203 Hocking
14163 Johnchapman	14163 Johnchapman
14088 Ancus	14088 Ancus
14071 Gadabird	14071 Gadabird
14250 Kathleenmartin	14250 Kathleenmartin
14092 Gaily	14092 Gaily
14121 Stüwe	14121 Stüwe
14312 Polytech	14312 Polytech
14190 Soldán	14190 Soldán
13775 Thébault	13775 Thébault
14111 Kimamos	14111 Kimamos
13792 Kuščynskyj	13792 Kuščynskyj
14244 Labnow	14244 Labnow
14146 Hughmaclean	14146 Hughmaclean
14143 Hadfield	14143 Hadfield
14098 Šimek	14098 Šimek
13701 Roquebrune	13701 Roquebrune
14182 Alley	14182 Alley
14062 Cremaschini	14062 Cremaschini
14277 Parsa	14277 Parsa
14278 Perrenot	14278 Perrenot
13980 Neuhauser	13980 Neuhauser
13954 Born	13954 Born
14041 Dürrenmatt	14041 Dürrenmatt
13915 Yalow	13915 Yalow
13693 Bondar	13693 Bondar
13916 Bernolák	13916 Bernolák
13914 Galegant	13914 Galegant
14042 Agafonov	14042 Agafonov
14025 Fallada	14025 Fallada
13937 Roberthargraves	13937 Roberthargraves
13991 Kenphillips	13991 Kenphillips
13993 Clemenssimmer	13993 Clemenssimmer
13994 Tuominen	13994 Tuominen
14016 Steller	14016 Steller
13922 Kremenia	13922 Kremenia
13906 Shunda	13906 Shunda
14056 Kainar	14056 Kainar
13622 McArthur	13622 McArthur
13806 Darmstrong	13806 Darmstrong
13704 Aletesi	13704 Aletesi
13740 Lastrucci	13740 Lastrucci
13808 Davewilliams	13808 Davewilliams
14054 Dušek	14054 Dušek
13672 Tarski	13672 Tarski
13748 Radaly	13748 Radaly
13751 Joelparker	13751 Joelparker
13668 Tanner	13668 Tanner
13723 Kolokolova	13723 Kolokolova
13752 Grantstokes	13752 Grantstokes
13798 Cecchini	13798 Cecchini
13744 Rickline	13744 Rickline
13860 Neely	13860 Neely
13822 Stevedodson	13822 Stevedodson
13721 Kevinwelsh	13721 Kevinwelsh
13869 Fruge	13869 Fruge
14026 Esquerdo	14026 Esquerdo
13801 Kohlhase	13801 Kohlhase
13368 Wlodekofman	13368 Wlodekofman
13678 Shimada	13678 Shimada
13897 Vesuvius	13897 Vesuvius
13688 Oklahoma	13688 Oklahoma
13724 Schwehm	13724 Schwehm
13820 Schwartz	13820 Schwartz
13825 Booth	13825 Booth
13722 Campobagatin	13722 Campobagatin
13824 Kramlik	13824 Kramlik
13700 Connors	13700 Connors
13774 Spurný	13774 Spurný
13682 Pressberger	13682 Pressberger
13684 Borbona	13684 Borbona
13830 ARLT	13830 ARLT
13689 Succi	13689 Succi
13904 Univinnitsa	13904 Univinnitsa
13923 Peterhof	13923 Peterhof
13690 Lesleymartin	13690 Lesleymartin
13818 Ullery	13818 Ullery
13739 Nancyworden	13739 Nancyworden
13992 Cesarebarbieri	13992 Cesarebarbieri
13793 Laubernasconi	13793 Laubernasconi
13977 Frisch	13977 Frisch
13677 Alvin	13677 Alvin
13658 Sylvester	13658 Sylvester
13543 Butler	13543 Butler
13653 Priscus	13653 Priscus
13638 Fiorenza	13638 Fiorenza
13652 Elowitz	13652 Elowitz
13499 Steinberg	13499 Steinberg
13559 Werth	13559 Werth
13667 Samthurman	13667 Samthurman
13607 Vicars	13607 Vicars
13609 Lewicki	13609 Lewicki
13620 Moynahan	13620 Moynahan
13540 Kazukitakahashi	13540 Kazukitakahashi
13251 Viot	13251 Viot
13330 Dondavis	13330 Dondavis
13633 Ivens	13633 Ivens
13424 Margalida	13424 Margalida
13395 Deconihout	13395 Deconihout
13423 Bobwoolley	13423 Bobwoolley
13425 Waynebrown	13425 Waynebrown
13478 Fraunhofer	13478 Fraunhofer
13438 Marthanalexander	13438 Marthanalexander
13249 Marcallen	13249 Marcallen
13624 Abeosamu	13624 Abeosamu
13328 Guetter	13328 Guetter
13396 Midavaine	13396 Midavaine
13376 Dunphy	13376 Dunphy
13562 Bobeggleton	13562 Bobeggleton
13489 Dmitrienko	13489 Dmitrienko
13436 Enid	13436 Enid
13367 Jiří	13367 Jiří
13332 Benkhoff	13332 Benkhoff
13389 Stacey	13389 Stacey
13298 Namatjira	13298 Namatjira
13480 Potapov	13480 Potapov
13327 Reitsema	13327 Reitsema
13231 Blondelet	13231 Blondelet
13606 Bean	13606 Bean
13335 Tobiaswolf	13335 Tobiaswolf
13370 Júliusbreza	13370 Júliusbreza
13406 Sekora	13406 Sekora
13239 Kana	13239 Kana
13325 Valérienataf	13325 Valérienataf
13234 Natashaowen	13234 Natashaowen
13326 Ferri	13326 Ferri
13248 Fornasier	13248 Fornasier
13488 Savanov	13488 Savanov
13286 Adamchauvin	13286 Adamchauvin
13334 Tost	13334 Tost
13250 Danieladucato	13250 Danieladucato
13006 Schwaar	13006 Schwaar
13474 V'yus	13474 V'yus
13492 Vitalijzakharov	13492 Vitalijzakharov
13333 Carsenty	13333 Carsenty
13365 Tenzinyama	13365 Tenzinyama
13150 Paolotesi	13150 Paolotesi
13405 Dorisbillings	13405 Dorisbillings
13329 Davidhardy	13329 Davidhardy
13146 Yuriko	13146 Yuriko
13358 Revelle	13358 Revelle
13211 Stucky	13211 Stucky
13157 Searfoss	13157 Searfoss
13147 Foglia	13147 Foglia
13009 Voloshchuk	13009 Voloshchuk
13024 Conradferdinand	13024 Conradferdinand
12926 Brianmason	12926 Brianmason
13221 Nao	13221 Nao
13077 Edschneider	13077 Edschneider
12812 Cioni	12812 Cioni
13057 Jorgensen	13057 Jorgensen
13223 Cenaceneri	13223 Cenaceneri
12801 Somekawa	12801 Somekawa
12927 Pinocchio	12927 Pinocchio
12813 Paolapaolini	12813 Paolapaolini
13018 Geoffjames	13018 Geoffjames
12814 Vittorio	12814 Vittorio
12872 Susiestevens	12872 Susiestevens
12868 Onken	12868 Onken
12931 Mario	12931 Mario
13225 Manfredi	13225 Manfredi
12870 Rolandmeier	12870 Rolandmeier
12846 Fullerton	12846 Fullerton
13168 Danoconnell	13168 Danoconnell
13154 Petermrva	13154 Petermrva
12843 Ewers	12843 Ewers
12975 Efremov	12975 Efremov
13092 Schrödinger	13092 Schrödinger
12978 Ivashov	12978 Ivashov
12934 Bisque	12934 Bisque
13226 Soulié	13226 Soulié
12910 Deliso	12910 Deliso
13010 Germantitov	13010 Germantitov
13200 Romagnani	13200 Romagnani
12790 Cernan	12790 Cernan
12682 Kawada	12682 Kawada
12343 Martinbeech	12343 Martinbeech
13196 Rogerssmith	13196 Rogerssmith
12477 Haiku	12477 Haiku
13227 Poor	13227 Poor
12220 Semenchur	12220 Semenchur
13174 Timossi	13174 Timossi
13145 Cavezzo	13145 Cavezzo
12223 Hoskin	12223 Hoskin
12871 Samarasinha	12871 Samarasinha
12820 Robinwilliams	12820 Robinwilliams
12407 Riccardi	12407 Riccardi
12928 Nicolapozio	12928 Nicolapozio
13207 Tamagawa	13207 Tamagawa
13192 Quine	13192 Quine
12840 Paolaferrari	12840 Paolaferrari
12932 Conedera	12932 Conedera
12464 Manhattan	12464 Manhattan
12848 Agostino	12848 Agostino
13063 Purifoy	13063 Purifoy
13093 Wolfgangpauli	13093 Wolfgangpauli
12828 Batteas	12828 Batteas
12897 Bougeret	12897 Bougeret
12898 Mignard	12898 Mignard
13111 Papacosmas	13111 Papacosmas
12811 Rigonistern	12811 Rigonistern
13055 Kreppein	13055 Kreppein
12537 Kendriddle	12537 Kendriddle
12670 Passargea	12670 Passargea
12585 Katschwarz	12585 Katschwarz
13028 Klaustschira	13028 Klaustschira
12782 Mauersberger	12782 Mauersberger
12583 Buckjean	12583 Buckjean
12834 Bomben	12834 Bomben
12912 Streator	12912 Streator
13014 Hasslacher	13014 Hasslacher
12572 Sadegh	12572 Sadegh
12762 Nadiavittor	12762 Nadiavittor
12674 Rybalka	12674 Rybalka
12517 Grayzeck	12517 Grayzeck
12704 Tupolev	12704 Tupolev
12414 Bure	12414 Bure
12437 Westlane	12437 Westlane
12237 Coughlin	12237 Coughlin
12664 Sonisenia	12664 Sonisenia
12317 Madicampbell	12317 Madicampbell
12262 Nishio	12262 Nishio
12421 Zhenya	12421 Zhenya
12556 Kyrobinson	12556 Kyrobinson
12227 Penney	12227 Penney
12566 Derichardson	12566 Derichardson
12372 Kagesuke	12372 Kagesuke
12473 Levi-Civita	12473 Levi-Civita
12468 Zachotín	12468 Zachotín
12374 Rakhat	12374 Rakhat
12694 Schleiermacher	12694 Schleiermacher
12562 Briangrazer	12562 Briangrazer
12321 Zurakowski	12321 Zurakowski
12729 Berger	12729 Berger
12306 Pebronstein	12306 Pebronstein
12568 Kuffner	12568 Kuffner
12482 Pajka	12482 Pajka
12514 Schommer	12514 Schommer
12734 Haruna	12734 Haruna
12384 Luigimartella	12384 Luigimartella
12431 Webster	12431 Webster
12498 Dragesco	12498 Dragesco
12359 Cajigal	12359 Cajigal
12350 Feuchtwanger	12350 Feuchtwanger
12226 Caseylisse	12226 Caseylisse
12318 Kästner	12318 Kästner
12675 Chabot	12675 Chabot
12447 Yatescup	12447 Yatescup
12533 Edmond	12533 Edmond
12364 Asadagouryu	12364 Asadagouryu
12485 Jenniferharris	12485 Jenniferharris
12494 Doughamilton	12494 Doughamilton
12342 Kudohmichiko	12342 Kudohmichiko
12661 Schelling	12661 Schelling
12442 Beltramemass	12442 Beltramemass
12465 Perth Amboy	12465 Perth Amboy
12557 Caracol	12557 Caracol
12408 Fujioka	12408 Fujioka
12409 Bukovanská	12409 Bukovanská
12680 Bogdanovich	12680 Bogdanovich
12106 Menghuan	12106 Menghuan
12191 Vorontsova	12191 Vorontsova
11981 Boncompagni	11981 Boncompagni
12329 Liebermann	12329 Liebermann
12327 Terbrüggen	12327 Terbrüggen
12443 Paulsydney	12443 Paulsydney
12439 Okasaki	12439 Okasaki
12579 Ceva	12579 Ceva
12284 Pohl	12284 Pohl
12235 Imranakperov	12235 Imranakperov
12478 Suzukiseiji	12478 Suzukiseiji
12433 Barbieri	12433 Barbieri
12234 Shkuratov	12234 Shkuratov
12386 Nikolova	12386 Nikolova
12222 Perotto	12222 Perotto
12472 Samadhi	12472 Samadhi
12686 Bezuglyj	12686 Bezuglyj
12800 Oobayashiarata	12800 Oobayashiarata
12423 Slotin	12423 Slotin
12496 Ekholm	12496 Ekholm
12479 Ohshimaosamu	12479 Ohshimaosamu
12189 Dovgyj	12189 Dovgyj
12187 Lenagoryunova	12187 Lenagoryunova
12211 Arnoschmidt	12211 Arnoschmidt
12130 Mousa	12130 Mousa
12214 Miroshnikov	12214 Miroshnikov
12084 Unno	12084 Unno
12113 Hollows	12113 Hollows
12182 Storm	12182 Storm
12199 Sohlman	12199 Sohlman
12051 Pícha	12051 Pícha
12053 Turtlestar	12053 Turtlestar
12125 Jamesjones	12125 Jamesjones
12040 Jacobi	12040 Jacobi
11998 Fermilab	11998 Fermilab
12044 Fabbri	12044 Fabbri
12128 Palermiti	12128 Palermiti
12190 Sarkisov	12190 Sarkisov
12218 Fleischer	12218 Fleischer
41450 Medkeff	41450 Medkeff
11678 Brevard	11678 Brevard
11621 Duccio	11621 Duccio
12061 Alena	12061 Alena
12013 Sibatahosimi	12013 Sibatahosimi
12064 Guiraudon	12064 Guiraudon
12056 Yoshigeru	12056 Yoshigeru
12022 Hilbert	12022 Hilbert
12047 Hideomitani	12047 Hideomitani
12033 Anselmo	12033 Anselmo
12057 Alfredsturm	12057 Alfredsturm
12045 Klein	12045 Klein
12035 Ruggieri	12035 Ruggieri
12032 Ivory	12032 Ivory
12012 Kitahiroshima	12012 Kitahiroshima
12050 Humecronyn	12050 Humecronyn
11842 Kap'bos	11842 Kap'bos
11868 Kleinrichert	11868 Kleinrichert
11826 Yurijgromov	11826 Yurijgromov
11978 Makotomasako	11978 Makotomasako
11711 Urquiza	11711 Urquiza
11691 Easterwood	11691 Easterwood
11736 Viktorfischl	11736 Viktorfischl
11598 Kubík	11598 Kubík
11665 Dirichlet	11665 Dirichlet
11569 Virgilsmith	11569 Virgilsmith
11364 Karlštejn	11364 Karlštejn
11421 Cardano	11421 Cardano
11378 Dauria	11378 Dauria
11339 Orlík	11339 Orlík
11317 Hitoshi	11317 Hitoshi
11657 Antonhajduk	11657 Antonhajduk
11614 Istropolitana	11614 Istropolitana
11373 Carbonaro	11373 Carbonaro
11400 Raša	11400 Raša
23804 Haber	23804 Haber
11196 Michanikos	11196 Michanikos
12309 Tommygrav	12309 Tommygrav
11740 Georgesmith	11740 Georgesmith
11409 Horkheimer	11409 Horkheimer
13643 Takushi	13643 Takushi
42523 Ragazzileonardo	42523 Ragazzileonardo
27120 Isabelhawkins	27120 Isabelhawkins
Thompson Oliha	Thompson Oliha
33010 Enricoprosperi	33010 Enricoprosperi
11167 Kunžak	11167 Kunžak
11191 Paskvić	11191 Paskvić
11163 Milešovka	11163 Milešovka
10811 Lau	10811 Lau
10775 Leipzig	10775 Leipzig
10780 Apollinaire	10780 Apollinaire
11132 Horne	11132 Horne
10403 Marcelgrün	10403 Marcelgrün
11124 Mikulášek	11124 Mikulášek
11129 Hayachine	11129 Hayachine
16578 Essjayess	16578 Essjayess
11126 Doleček	11126 Doleček
12124 Hvar	12124 Hvar
11103 Miekerouppe	11103 Miekerouppe
24734 Kareness	24734 Kareness
11101 Českáfilharmonie	11101 Českáfilharmonie
11075 Dönhoff	11075 Dönhoff
10929 Chenfangyun	10929 Chenfangyun
10927 Vaucluse	10927 Vaucluse
10907 Savalle	10907 Savalle
10938 Lorenzalevy	10938 Lorenzalevy
10856 Bechstein	10856 Bechstein
10937 Ferris	10937 Ferris
10839 Hufeland	10839 Hufeland
10895 Aynrand	10895 Aynrand
10908 Kallestroetzel	10908 Kallestroetzel
10823 Sakaguchi	10823 Sakaguchi
10789 Mikeread	10789 Mikeread
10813 Mästerby	10813 Mästerby
10764 Rübezahl	10764 Rübezahl
10874 Locatelli	10874 Locatelli
10825 Augusthermann	10825 Augusthermann
10918 Kodaly	10918 Kodaly
10778 Marcks	10778 Marcks
10861 Ciske	10861 Ciske
10863 Oye	10863 Oye
10821 Kimuratakeshi	10821 Kimuratakeshi
10802 Masamifuruya	10802 Masamifuruya
10822 Yasunori	10822 Yasunori
10809 Majsterrojr	10809 Majsterrojr
10885 Horimasato	10885 Horimasato
10882 Shinonaga	10882 Shinonaga
10739 Lowman	10739 Lowman
10685 Kharkivuniver	10685 Kharkivuniver
10626 Zajíc	10626 Zajíc
10683 Carter	10683 Carter
10665 Ortigão	10665 Ortigão
10382 Hadamard	10382 Hadamard
10617 Takumi	10617 Takumi
10381 Malinsmith	10381 Malinsmith
10711 Pskov	10711 Pskov
10827 Doikazunori	10827 Doikazunori
10870 Gwendolen	10870 Gwendolen
10872 Vaculík	10872 Vaculík
10894 Nakai	10894 Nakai
10702 Arizorcas	10702 Arizorcas
10805 Iwano	10805 Iwano
10763 Hlawka	10763 Hlawka
10884 Tsuboimasaki	10884 Tsuboimasaki
10712 Malashchuk	10712 Malashchuk
10834 Zembsch-Schreve	10834 Zembsch-Schreve
10812 Grötlingbo	10812 Grötlingbo
10847 Koch	10847 Koch
10787 Ottoburkard	10787 Ottoburkard
10891 Fink	10891 Fink
10865 Thelmaruby	10865 Thelmaruby
10931 Ceccano	10931 Ceccano
10709 Ottofranz	10709 Ottofranz
10838 Lebon	10838 Lebon
10914 Tucker	10914 Tucker
10669 Herfordia	10669 Herfordia
10569 Kinoshitamasao	10569 Kinoshitamasao
10924 Mariagriffin	10924 Mariagriffin
10767 Toyomasu	10767 Toyomasu
10681 Khture	10681 Khture
10921 Romanozen	10921 Romanozen
10828 Tomjones	10828 Tomjones
10830 Desforges	10830 Desforges
10850 Denso	10850 Denso
10581 Jeníkhollan	10581 Jeníkhollan
10928 Caprara	10928 Caprara
10290 Kettering	10290 Kettering
10412 Tsukuyomi	10412 Tsukuyomi
10379 Lake Placid	10379 Lake Placid
10725 Sukunabikona	10725 Sukunabikona
11419 Donjohnson	11419 Donjohnson
10810 Lejsturojr	10810 Lejsturojr
10746 Mühlhausen	10746 Mühlhausen
11514 Tsunenaga	11514 Tsunenaga
11666 Bracker	11666 Bracker
11253 Mesyats	11253 Mesyats
11280 Sakurai	11280 Sakurai
10797 Guatemala	10797 Guatemala
10857 Blüthner	10857 Blüthner
11027 Astaf'ev	11027 Astaf'ev
10577 Jihčesmuzeum	10577 Jihčesmuzeum
11337 Sandro	11337 Sandro
11444 Peshekhonov	11444 Peshekhonov
11352 Koldewey	11352 Koldewey
33179 Arsènewenger	33179 Arsènewenger
10415 Mali Lošinj	10415 Mali Lošinj
10601 Hiwatashi	10601 Hiwatashi
10633 Akimasa	10633 Akimasa
10425 Landfermann	10425 Landfermann
10413 Pansecchi	10413 Pansecchi
10717 Dickwalker	10717 Dickwalker
10713 Limorenko	10713 Limorenko
10613 Kushinadahime	10613 Kushinadahime
11099 Sonodamasaki	11099 Sonodamasaki
11098 Ginsberg	11098 Ginsberg
13176 Kobedaitenken	13176 Kobedaitenken
100309 Misuzukaneko	100309 Misuzukaneko
120460 Hambach	120460 Hambach
135268 Haigneré	135268 Haigneré
96268 Tomcarr	96268 Tomcarr
10807 Uggarde	10807 Uggarde
10864 Yamagatashi	10864 Yamagatashi
12358 Azzurra	12358 Azzurra
10781 Ritter	10781 Ritter
10808 Digerrojr	10808 Digerrojr
11628 Katuhikoikeda	11628 Katuhikoikeda
ISO 2	ISO 2
11515 Oshijyo	11515 Oshijyo
10749 Musäus	10749 Musäus
118178 Rinckart	118178 Rinckart
17602 Dr. G.	17602 Dr. G.
11037 Distler	11037 Distler
10619 Ninigi	10619 Ninigi
Francisco Robles	Francisco Robles
José Fernández Madrid	José Fernández Madrid
108382 Karencilevitz	108382 Karencilevitz
Segun Odegbami	Segun Odegbami
12219 Grigor'ev	12219 Grigor'ev
11350 Teresa	11350 Teresa
10799 Yucatán	10799 Yucatán
12360 Unilandes	12360 Unilandes
16755 Cayley	16755 Cayley
27132 Ježek	27132 Ježek
15399 Hudec	15399 Hudec
22403 Manjitludher	22403 Manjitludher
18182 Wiener	18182 Wiener
19775 Medmondson	19775 Medmondson
ISO 15693	ISO 15693
United Nations Department of Economic and Social Affairs	Dipartimento per gli affari economici e sociali
17902 Britbaker	17902 Britbaker
15363 Ysaye	15363 Ysaye
12244 Werfel	12244 Werfel
14100 Weierstrass	14100 Weierstrass
23258 Tsuihark	23258 Tsuihark
172996 Stooke	172996 Stooke
84012 Deluise	84012 Deluise
78252 Priscio	78252 Priscio
Antonio González de Balcarce	Antonio González de Balcarce
12581 Rovinj	12581 Rovinj
12541 Makarska	12541 Makarska
12819 Susumutakahasi	12819 Susumutakahasi
178008 Picard	178008 Picard
100051 Davidhernandez	100051 Davidhernandez
106545 Colanduno	106545 Colanduno
99193 Obsfabra	99193 Obsfabra
115801 Punahou	115801 Punahou
118172 Vorgebirge	118172 Vorgebirge
117381 Lindaweiland	117381 Lindaweiland
107074 Ansonsylva	107074 Ansonsylva
106537 McCarthy	106537 McCarthy
134348 Klemperer	134348 Klemperer
103422 Laurisirén	103422 Laurisirén
ISO 2709	ISO 2709
38270 Wettzell	38270 Wettzell
96217 Gronchi	96217 Gronchi
117413 Ramonycajal	117413 Ramonycajal
117156 Altschwendt	117156 Altschwendt
112233 Kammerer	112233 Kammerer
14104 Delpino	14104 Delpino
153298 Paulmyers	153298 Paulmyers
133528 Ceragioli	133528 Ceragioli
133527 Fredearly	133527 Fredearly
73885 Kalaymoodley	73885 Kalaymoodley
11437 Cardalda	11437 Cardalda
79333 Yusaku	79333 Yusaku
100596 Perrett	100596 Perrett
79254 Tsuda	79254 Tsuda
100268 Rosenthal	100268 Rosenthal
134160 Pluis	134160 Pluis
10211 La Spezia	10211 La Spezia
12324 Van Rompaey	12324 Van Rompaey
20187 Janapittichová	20187 Janapittichová
14537 Týn nad Vltavou	14537 Týn nad Vltavou
29443 Remocorti	29443 Remocorti
24837 Mšecké Žehrovice	24837 Mšecké Žehrovice
20358 Dalem	20358 Dalem
18745 San Pedro	18745 San Pedro
16596 Stephenstrauss	16596 Stephenstrauss
27764 von Flüe	27764 von Flüe
19915 Bochkarev	19915 Bochkarev
14542 Karitskaya	14542 Karitskaya
19290 Schroeder	19290 Schroeder
18928 Pontremoli	18928 Pontremoli
19612 Noordung	19612 Noordung
19224 Orosei	19224 Orosei
15851 Chrisfleming	15851 Chrisfleming
10480 Jennyblue	10480 Jennyblue
13705 Llapasset	13705 Llapasset
19664 Yancey	19664 Yancey
10762 von Laue	10762 von Laue
10426 Charlierouse	10426 Charlierouse
10628 Feuerbacher	10628 Feuerbacher
34718 Cantagalli	34718 Cantagalli
10400 Hakkaisan	10400 Hakkaisan
13560 La Pérouse	13560 La Pérouse
20081 Occhialini	20081 Occhialini
12382 Niagara Falls	12382 Niagara Falls
10786 Robertmayer	10786 Robertmayer
21576 McGivney	21576 McGivney
12575 Palmaria	12575 Palmaria
14539 Clocke Roeland	14539 Clocke Roeland
32944 Gussalli	32944 Gussalli
12418 Tongling	12418 Tongling
30934 Bakerhansen	30934 Bakerhansen
14794 Konetskiy	14794 Konetskiy
32570 Peruindiana	32570 Peruindiana
34077 Yoshiakifuse	34077 Yoshiakifuse
12909 Jaclifford	12909 Jaclifford
33746 Sombart	33746 Sombart
12395 Richnelson	12395 Richnelson
14829 Povalyaeva	14829 Povalyaeva
13804 Hrazany	13804 Hrazany
14616 Van Gaal	14616 Van Gaal
14185 Van Ness	14185 Van Ness
16951 Carolus Quartus	16951 Carolus Quartus
18128 Wysner	18128 Wysner
15939 Fessenden	15939 Fessenden
30722 Biblioran	30722 Biblioran
15965 Robertcox	15965 Robertcox
30779 Sankt-Stephan	30779 Sankt-Stephan
20832 Santhikodali	20832 Santhikodali
15870 Obůrka	15870 Obůrka
30445 Stirling	30445 Stirling
24249 Bobbiolson	24249 Bobbiolson
17081 Jaytee	17081 Jaytee
30444 Shemp	30444 Shemp
20006 Albertus Magnus	20006 Albertus Magnus
30788 Angekauffmann	30788 Angekauffmann
24259 Chriswalker	24259 Chriswalker
20107 Nanyotenmondai	20107 Nanyotenmondai
30439 Moe	30439 Moe
30417 Staudt	30417 Staudt
18160 Nihon Uchu Forum	18160 Nihon Uchu Forum
21257 Jižní Čechy	21257 Jižní Čechy
30830 Jahn	30830 Jahn
19407 Standing Bear	19407 Standing Bear
31192 Aigoual	31192 Aigoual
30566 Stokes	30566 Stokes
20964 Mons Naklethi	20964 Mons Naklethi
35365 Cooney	35365 Cooney
31823 Viète	31823 Viète
33004 Dianesipiera	33004 Dianesipiera
33376 Medi	33376 Medi
31931 Sipiera	31931 Sipiera
31324 Jiřímrázek	31324 Jiřímrázek
24916 Stelzhamer	24916 Stelzhamer
31061 Tamao	31061 Tamao
24779 Presque Isle	24779 Presque Isle
26177 Fabiodolfi	26177 Fabiodolfi
30917 Moehorgan	30917 Moehorgan
26715 South Dakota	26715 South Dakota
31122 Brooktaylor	31122 Brooktaylor
30836 Schnittke	30836 Schnittke
33528 Jinzeman	33528 Jinzeman
20965 Kutafin	20965 Kutafin
23472 Rolfriekher	23472 Rolfriekher
34738 Hulbert	34738 Hulbert
31043 Sturm	31043 Sturm
32943 Sandyryan	32943 Sandyryan
32184 Yamaura	32184 Yamaura
25216 Enricobernardi	25216 Enricobernardi
35237 Matzner	35237 Matzner
24898 Alanholmes	24898 Alanholmes
33480 Bartolucci	33480 Bartolucci
21651 Mission Valley	21651 Mission Valley
32770 Starchik	32770 Starchik
30840 Jackalice	30840 Jackalice
15202 Yamada-Houkoku	15202 Yamada-Houkoku
31113 Stull	31113 Stull
31203 Hersman	31203 Hersman
30778 Döblin	30778 Döblin
31065 Beishizhang	31065 Beishizhang
22869 Brianmcfar	22869 Brianmcfar
32776 Nriag	32776 Nriag
31665 Veblen	31665 Veblen
30441 Curly	30441 Curly
30443 Stieltjes	30443 Stieltjes
31231 Uthmann	31231 Uthmann
34696 Risoldi	34696 Risoldi
30850 Vonsiemens	30850 Vonsiemens
24899 Dominiona	24899 Dominiona
31190 Toussaint	31190 Toussaint
33800 Gross	33800 Gross
24250 Luteolson	24250 Luteolson
33056 Ogunimachi	33056 Ogunimachi
30440 Larry	30440 Larry
33750 Davehiggins	33750 Davehiggins
30798 Graubünden	30798 Graubünden
22868 Karst	22868 Karst
30305 Severi	30305 Severi
30852 Debye	30852 Debye
32938 Ivanopaci	32938 Ivanopaci
30724 Peterburgtrista	30724 Peterburgtrista
33100 Udine	33100 Udine
31664 Randiiwessen	31664 Randiiwessen
34366 Rosavestal	34366 Rosavestal
31189 Tricomi	31189 Tricomi
33433 Maurilia	33433 Maurilia
31605 Braschi	31605 Braschi
35364 Donaldpray	35364 Donaldpray
32571 Brayton	32571 Brayton
32809 Sommerfeld	32809 Sommerfeld
31086 Gehringer	31086 Gehringer
34137 Lonnielinda	34137 Lonnielinda
